User, Item, Rating, App, Data, Ease
1127,21,3,5,1,3
1090,21,4,4,4,4
1019,21,2,3,3,3
1083,21,3,3,3,3
1063,21,4,4,3,3
1103,21,5,5,5,4
1087,21,3,4,4,3
1255,21,5,5,5,4
1186,21,1,3,2,2
1139,21,4,4,4,4
1017,21,5,5,5,5
1144,21,5,4,4,4
1269,21,4,4,4,4
1106,21,5,5,5,4
1233,21,5,5,5,5
1184,21,5,5,4,3
1063,21,4,4,4,4
1020,21,4,5,5,4
1044,21,5,4,4,4
1130,21,3,4,3,3
1095,21,2,1,1,1
1109,21,3,5,5,4
1085,21,4,4,5,5
1023,21,5,5,5,4
1039,21,5,5,5,3
1029,21,4,4,4,4
1173,21,4,4,4,4
1158,21,5,5,4,3
1169,21,2,2,2,2
1091,21,1,2,2,2
1152,21,4,5,4,4
1064,21,4,5,4,4
1054,21,2,3,2,3
1185,21,1,2,2,2
1017,21,5,5,5,3
1284,21,1,3,2,2
1253,21,2,2,2,2
1221,21,5,4,4,3
1134,21,5,5,4,5
1118,21,2,2,2,2
1238,21,3,2,3,3
1051,21,4,4,3,3
1288,21,5,5,5,4
1027,21,5,5,5,4
1061,21,4,4,5,4
1094,21,5,4,3,3
1068,21,4,5,4,4
1239,21,2,2,2,3
1162,21,4,4,4,3
1033,21,5,5,4,4
1195,21,5,5,5,4
1009,21,4,4,4,4
1235,21,2,2,2,2
1254,21,4,4,4,4
1178,21,4,4,5,4
1013,21,5,4,4,4
1153,21,4,5,5,5
1062,21,3,4,5,3
1268,21,5,5,3,3
1129,21,4,4,4,4
1278,21,4,4,4,5
1170,21,5,5,5,5
1036,21,4,4,4,3
1113,21,5,3,5,5
1190,21,5,5,5,5
1275,21,4,4,4,4
1031,21,3,3,3,3
1155,21,4,4,3,4
1155,21,4,5,4,5
1013,21,5,4,4,4
1153,21,4,5,5,5
1062,21,3,4,5,3
1268,21,5,5,3,3
1129,21,4,4,4,4
1278,21,4,4,4,5
1170,21,5,5,5,5
1036,21,4,4,4,3
1113,21,5,3,5,5
1190,21,5,5,5,5
1275,21,4,4,4,4
1031,21,3,3,3,3
1155,21,4,4,3,4
1155,21,4,5,4,5
1305,22,2,3,4,5
1306,22,2,3,3,3
1307,22,1,3,3,3
1313,22,2,4,5,5
1314,22,3,4,4,3
1309,22,2,3,3,3
1329,22,2,3,4,3
1331,22,2,1,3,3
1196,22,5,4,4,4
1210,22,1,1,1,2
1048,22,1,2,1,1
1137,22,2,3,2,4
1077,22,2,2,4,3
1178,22,1,2,1,3
1192,22,1,1,1,1
1105,22,4,4,1,2
1005,22,2,2,3,3
1281,22,1,1,1,1
1285,22,1,1,1,1
1196,22,3,4,4,4
1196,22,4,4,5,4
1147,22,1,2,3,3
1227,22,4,3,4,3
1028,22,5,5,5,5
1187,22,5,3,4,3
1048,22,5,5,2,2
1246,22,1,2,2,3
1121,22,1,2,1,1
1137,22,1,1,1,3
1166,22,2,4,4,3
1051,22,4,2,4,3
1027,22,2,4,4,3
1115,22,4,4,4,3
1204,22,1,1,1,1
1067,22,3,4,2,2
1131,22,1,2,2,2
1122,22,4,3,4,3
1229,22,2,3,3,3
1237,22,2,1,2,1
1168,22,5,5,5,4
1197,22,1,3,3,3
1159,22,1,2,2,1
1215,22,4,4,4,3
1192,22,1,1,1,1
1224,22,4,4,4,4
1024,22,3,3,3,3
1127,22,3,1,5,3
1256,22,3,3,4,3
1241,22,5,5,4,4
1157,22,4,4,4,3
1100,22,1,2,2,3
1117,22,2,3,2,1
1203,22,4,3,4,4
1250,22,1,1,2,1
1063,22,5,5,3,3
1103,22,2,2,3,4
1295,22,4,4,4,4
1226,22,3,2,2,2
1017,22,1,1,1,1
1144,22,3,3,5,5
1106,22,4,4,5,3
1184,22,1,3,3,3
1063,22,5,5,4,4
1206,22,5,5,5,5
1210,22,1,1,2,2
1258,22,3,2,3,2
1023,22,3,3,3,3
1039,22,2,1,2,1
1236,22,2,1,1,2
1226,22,2,2,2,2
1093,22,1,2,2,3
1091,22,2,2,1,1
1026,22,1,1,2,2
1230,22,2,1,2,2
1054,22,3,2,2,2
1262,22,1,1,2,1
1253,22,2,2,3,2
1221,22,1,1,1,1
1051,22,4,4,3,3
1138,22,2,2,2,2
1061,22,2,3,2,2
1239,22,3,2,2,2
1276,22,2,2,3,2
1016,22,1,1,1,1
1156,22,1,1,2,2
1267,22,1,1,1,1
1009,22,2,2,2,2
1211,22,3,3,2,3
1153,22,5,4,5,4
1062,22,2,2,2,2
1031,22,1,1,1,1
1175,22,1,1,1,1
1211,22,3,3,2,3
1153,22,5,4,5,4
1062,22,2,2,2,2
1031,22,1,1,1,1
1175,22,1,1,1,1
1318,23,4,3,3,4
1318,23,4,3,4,3
1322,23,5,5,3,3
1323,23,4,4,3,4
1107,23,3,4,4,4
1196,23,5,4,4,4
1196,23,4,4,4,4
1002,23,1,2,3,3
1002,23,2,3,3,3
1210,23,4,4,3,3
1259,23,5,5,5,4
1048,23,1,3,1,1
1121,23,1,2,3,3
1082,23,2,3,3,3
1157,23,2,2,2,2
1178,23,2,2,2,3
1192,23,1,1,1,1
1020,23,4,3,3,3
1105,23,5,4,4,2
1005,23,2,2,3,3
1196,23,5,5,5,4
1147,23,4,4,3,2
1257,23,1,2,3,2
1246,23,2,2,2,2
1053,23,1,2,3,3
1044,23,5,4,4,5
1264,23,2,4,3,4
1040,23,3,4,4,4
1118,23,3,5,5,3
1051,23,1,4,3,2
1204,23,2,1,2,3
1010,23,1,3,2,3
1025,23,2,4,4,3
1110,23,4,5,2,4
1002,23,3,4,4,4
1105,23,1,1,1,1
1192,23,1,1,1,1
1086,23,2,1,2,1
1024,23,4,4,4,3
1157,23,2,3,2,2
1124,23,3,3,4,3
1063,23,4,4,3,3
1017,23,2,2,2,2
1000,23,1,2,2,2
1144,23,3,2,1,1
1032,23,4,5,4,4
1101,23,1,2,2,3
1233,23,5,5,5,5
1184,23,5,5,4,4
1063,23,4,5,4,4
1111,23,4,4,3,3
1020,23,4,5,5,3
1044,23,4,4,4,4
1266,23,5,5,5,4
1040,23,5,5,5,4
1023,23,2,2,2,2
1262,23,2,1,2,1
1253,23,5,5,5,4
1221,23,3,3,3,3
1134,23,5,5,4,4
1051,23,1,2,1,1
1288,23,1,2,3,2
1079,23,2,1,1,2
1251,23,3,2,1,2
1068,23,1,1,1,1
1156,23,4,5,3,4
1171,23,5,4,4,3
1153,23,4,5,5,5
1062,23,2,2,2,2
1278,23,4,3,3,3
1170,23,3,3,2,2
1190,23,3,3,3,3
1060,23,2,1,2,1
1275,23,1,1,3,2
1006,23,5,5,5,4
1162,23,2,3,3,1
1155,23,3,1,1,3
1153,23,4,5,5,5
1062,23,2,2,2,2
1278,23,4,3,3,3
1170,23,3,3,2,2
1190,23,3,3,3,3
1060,23,2,1,2,1
1275,23,1,1,3,2
1006,23,5,5,5,4
1162,23,2,3,3,1
1155,23,3,1,1,3
1320,24,1,1,4,4
1323,24,2,2,2,2
1324,24,2,3,2,2
1326,24,2,3,3,2
1327,24,1,4,3,4
1328,24,3,4,4,3
1107,24,5,5,5,4
1196,24,4,4,4,3
1196,24,5,4,5,5
1107,24,5,4,5,4
1301,24,1,2,1,4
1121,24,2,2,3,3
1272,24,1,1,3,4
1173,24,1,1,1,2
1105,24,3,3,2,3
1285,24,1,1,1,1
1196,24,5,5,4,4
1008,24,1,2,2,1
1107,24,5,4,5,3
1227,24,1,1,3,4
1187,24,2,2,2,2
1015,24,2,2,3,5
1120,24,4,4,5,3
1180,24,2,2,3,4
1044,24,2,2,3,2
1040,24,2,4,5,4
1051,24,2,2,4,3
1115,24,2,3,4,4
1122,24,2,3,2,3
1164,24,2,3,3,3
1225,24,2,2,3,3
1168,24,1,1,4,4
1197,24,2,2,3,3
1215,24,2,4,4,4
1192,24,2,2,2,2
1220,24,2,2,2,2
1241,24,1,1,2,3
1090,24,2,3,3,2
1117,24,1,2,1,1
1203,24,3,4,4,4
1250,24,1,1,1,1
1103,24,4,3,3,3
1248,24,3,3,2,2
1087,24,3,3,3,4
1188,24,2,1,2,2
1144,24,3,3,4,4
1032,24,1,1,1,1
1089,24,1,1,1,1
1260,24,2,1,2,2
1269,24,2,2,2,2
1160,24,1,2,2,2
1125,24,1,1,2,3
1063,24,4,4,4,4
1111,24,1,2,3,3
1130,24,1,1,1,1
1201,24,3,4,4,4
1207,24,3,4,3,4
1148,24,2,1,1,1
1128,24,2,2,2,2
1023,24,2,2,2,2
1169,24,2,2,2,2
1093,24,2,2,3,2
1134,24,2,2,2,3
1280,24,1,1,1,2
1094,24,2,2,2,2
1276,24,2,2,3,2
1156,24,1,1,2,1
1033,24,2,1,3,2
1235,24,2,3,3,2
1153,24,1,1,2,2
1278,24,2,1,1,3
1036,24,3,2,2,3
1113,24,3,2,3,3
1208,24,1,1,2,3
1175,24,1,1,1,1
1153,24,1,1,2,2
1278,24,2,1,1,3
1036,24,3,2,2,3
1113,24,3,2,3,3
1208,24,1,1,2,3
1175,24,1,1,1,1
1306,25,4,4,4,4
1309,25,5,5,4,4
1309,25,5,4,4,4
1315,25,4,4,5,3
1318,25,2,3,3,3
1319,25,4,5,3,2
1322,25,5,2,3,3
1324,25,5,5,4,3
1328,25,5,5,3,3
1329,25,4,4,4,3
1107,25,4,5,5,4
1331,25,4,4,3,4
1196,25,5,5,4,5
1107,25,2,4,3,4
1256,25,5,5,4,4
1210,25,4,3,4,3
1005,25,2,2,3,3
1301,25,5,5,4,4
1202,25,4,4,4,3
1202,25,4,3,3,3
1263,25,5,4,5,5
1007,25,5,5,4,4
1150,25,3,1,1,1
1241,25,5,5,4,4
1020,25,4,5,4,4
1173,25,5,5,5,5
1105,25,3,2,3,3
1005,25,2,2,2,3
1281,25,1,1,1,1
1196,25,4,4,4,4
1147,25,3,2,4,3
1107,25,5,5,5,3
1227,25,5,4,5,4
1028,25,5,5,5,5
1120,25,1,2,1,1
1055,25,5,5,5,3
1014,25,5,2,3,2
1202,25,5,4,4,3
1246,25,4,3,4,2
1263,25,5,5,4,5
1282,25,5,5,5,3
1065,25,5,5,5,3
1007,25,5,4,4,5
1179,25,2,2,2,3
1080,25,3,4,3,5
1176,25,5,4,4,2
1236,25,3,3,3,4
1264,25,4,3,4,4
1040,25,4,4,4,4
1076,25,5,5,5,4
1265,25,4,3,4,4
1191,25,4,4,3,4
1051,25,1,4,3,3
1230,25,4,4,3,3
1206,25,5,5,5,4
1067,25,3,4,2,3
1302,25,2,2,2,2
1131,25,4,4,4,3
1213,25,5,5,5,2
1025,25,5,4,4,4
1037,25,4,5,3,4
1189,25,3,3,4,3
1110,25,5,4,3,3
1066,25,1,1,1,4
1058,25,4,3,3,1
1205,25,5,5,4,4
1159,25,5,4,3,4
1215,25,5,4,4,4
1105,25,4,3,2,3
1192,25,3,4,3,3
1174,25,4,3,3,3
1220,25,2,2,2,2
1024,25,5,5,5,3
1127,25,5,5,5,3
1256,25,4,4,3,3
1157,25,3,3,3,2
1100,25,2,3,2,3
1124,25,4,5,5,3
1019,25,5,5,4,5
1063,25,1,1,3,3
1248,25,2,3,3,3
1199,25,2,3,4,2
1255,25,5,4,3,4
1188,25,4,4,4,4
1226,25,4,4,4,4
1186,25,4,5,4,3
1139,25,1,3,2,2
1017,25,5,5,5,5
1144,25,5,5,5,5
1260,25,5,5,4,4
1154,25,1,1,2,1
1245,25,4,5,4,4
1125,25,2,1,2,3
1184,25,5,5,4,3
1111,25,5,4,4,4
1020,25,4,5,5,4
1204,25,4,4,4,4
1095,25,2,1,1,1
1109,25,4,5,4,3
1148,25,4,4,4,4
1040,25,1,1,1,1
1128,25,4,4,4,4
1029,25,3,4,4,3
1173,25,3,4,4,3
1158,25,4,4,3,4
1169,25,2,2,2,2
1226,25,4,3,5,4
1265,25,4,4,5,3
1091,25,4,4,3,3
1152,25,4,5,4,4
1299,25,4,5,5,5
1017,25,5,5,5,3
1221,25,1,1,1,1
1134,25,4,5,3,4
1118,25,2,2,2,2
1051,25,4,4,3,3
1027,25,4,3,3,5
1251,25,5,5,5,5
1094,25,2,3,3,3
1068,25,2,1,2,1
1276,25,5,5,5,3
1162,25,4,3,4,3
1171,25,4,4,3,3
1001,25,4,5,4,4
1195,25,3,3,3,3
1009,25,5,4,5,4
1235,25,1,1,1,1
1254,25,4,4,4,4
1240,25,4,4,4,4
1062,25,4,5,5,5
1129,25,1,2,1,2
1102,25,4,5,5,4
1078,25,2,1,2,2
1300,25,5,5,4,3
1031,25,4,4,4,4
1175,25,1,1,1,1
1240,25,4,4,4,4
1062,25,4,5,5,5
1129,25,1,2,1,2
1102,25,4,5,5,4
1078,25,2,1,2,2
1300,25,5,5,4,3
1031,25,4,4,4,4
1175,25,1,1,1,1
1317,26,4,4,4,4
1318,26,5,3,4,3
1319,26,4,3,1,3
1325,26,2,3,3,3
1328,26,5,5,3,2
1330,26,2,4,3,4
1096,26,4,4,4,4
1005,26,2,2,3,3
1048,26,5,4,4,4
1121,26,5,5,3,3
1077,26,5,5,3,4
1241,26,2,5,5,5
1029,26,4,4,3,4
1105,26,3,3,3,3
1005,26,5,5,4,3
1281,26,1,1,1,1
1223,26,5,4,5,4
1227,26,5,4,3,2
1097,26,5,5,5,3
1082,26,2,3,3,2
1257,26,5,4,4,4
1014,26,5,3,3,3
1246,26,3,2,2,2
1121,26,4,5,4,3
1007,26,4,5,4,4
1179,26,1,1,2,2
1082,26,2,3,3,3
1180,26,4,4,3,4
1277,26,5,5,5,4
1265,26,5,5,3,3
1191,26,1,2,3,4
1077,26,5,4,5,4
1213,26,5,3,4,3
1164,26,4,4,5,5
1225,26,4,4,4,4
1066,26,4,4,3,1
1197,26,5,3,4,3
1159,26,4,5,4,4
1105,26,3,3,3,2
1192,26,3,4,4,3
1220,26,2,2,2,2
1024,26,4,3,3,2
1127,26,3,5,1,3
1241,26,5,5,5,4
1083,26,4,4,3,2
1188,26,3,4,3,3
1186,26,5,4,3,4
1139,26,2,3,2,2
1017,26,1,1,1,1
1217,26,5,4,4,5
1144,26,4,4,3,3
1032,26,4,4,5,5
1089,26,4,5,4,4
1154,26,4,4,5,4
1092,26,3,2,2,3
1111,26,4,3,3,4
1130,26,4,4,4,3
1201,26,5,4,3,4
1207,26,5,5,5,5
1148,26,5,5,4,4
1029,26,4,4,4,4
1173,26,4,4,4,4
1158,26,4,5,4,3
1236,26,4,5,4,4
1093,26,1,1,1,3
1299,26,5,4,4,5
1054,26,4,4,5,5
1185,26,5,4,5,5
1017,26,1,1,1,1
1284,26,4,4,4,4
1221,26,5,4,4,3
1134,26,1,2,2,2
1239,26,4,4,5,5
1235,26,5,5,5,4
1062,26,2,2,2,2
1208,26,4,5,4,4
1062,26,2,2,2,2
1208,26,4,5,4,4
1307,27,2,2,3,3
1310,27,2,2,3,2
1312,27,3,3,4,4
1312,27,2,4,4,4
1316,27,3,3,3,3
1318,27,2,3,2,3
1301,27,1,1,3,3
1119,27,2,2,2,2
1119,27,2,2,3,3
1137,27,2,2,2,3
1077,27,3,2,2,2
1157,27,1,1,2,3
1192,27,1,1,1,1
1281,27,1,1,1,1
1196,27,2,3,3,3
1147,27,1,2,3,3
1082,27,2,3,3,2
1120,27,1,2,2,2
1048,27,5,3,2,2
1065,27,1,1,2,3
1137,27,1,1,1,4
1180,27,5,4,4,4
1044,27,2,3,2,2
1143,27,2,3,3,2
1040,27,2,4,4,5
1068,27,1,1,3,1
1118,27,3,4,4,4
1027,27,2,4,4,3
1206,27,2,3,2,3
1067,27,3,4,3,4
1077,27,2,2,3,2
1213,27,2,3,3,2
1010,27,2,3,3,3
1037,27,5,5,4,4
1164,27,4,5,5,5
1192,27,2,2,2,2
1024,27,1,2,2,2
1127,27,1,1,5,3
1117,27,1,2,2,1
1019,27,3,3,2,4
1283,27,1,1,3,1
1250,27,1,1,2,1
1083,27,3,2,2,3
1063,27,5,5,3,3
1248,27,2,2,2,1
1145,27,2,2,1,2
1087,27,2,2,2,2
1255,27,1,1,1,1
1139,27,4,5,4,4
1000,27,1,2,2,2
1144,27,3,2,2,1
1245,27,2,1,2,2
1184,27,1,2,2,2
1063,27,5,5,4,4
1111,27,3,3,4,3
1180,27,1,2,2,2
1206,27,5,5,5,4
1210,27,1,1,2,2
1258,27,3,2,3,2
1128,27,2,2,1,2
1023,27,5,5,5,4
1039,27,1,1,2,1
1029,27,5,5,5,5
1173,27,5,5,5,5
1158,27,4,3,3,4
1026,27,2,2,2,2
1299,27,4,5,5,5
1017,27,1,1,1,1
1134,27,1,2,2,3
1027,27,2,2,2,2
1138,27,1,1,1,1
1251,27,2,3,1,2
1276,27,2,2,3,2
1171,27,4,4,4,3
1013,27,4,4,5,5
1211,27,3,3,2,3
1190,27,5,5,5,5
1060,27,2,2,2,2
1013,27,4,4,5,5
1211,27,3,3,2,3
1190,27,5,5,5,5
1060,27,2,2,2,2
1312,28,5,5,5,5
1313,28,3,5,5,4
1317,28,1,3,4,4
1318,28,4,3,3,4
1326,28,4,4,3,4
1330,28,5,3,4,3
1096,28,4,3,3,3
1121,28,3,3,3,3
1241,28,5,5,4,4
1109,28,3,3,3,3
1272,28,1,3,3,4
1145,28,5,4,5,4
1005,28,2,2,2,2
1281,28,5,5,3,2
1227,28,2,2,4,3
1187,28,2,2,2,2
1120,28,5,5,4,4
1202,28,4,4,4,3
1246,28,1,2,2,2
1076,28,5,5,5,4
1182,28,5,5,4,4
1230,28,2,3,3,3
1067,28,2,3,3,4
1205,28,3,4,4,4
1302,28,4,4,4,3
1131,28,5,3,5,4
1213,28,5,5,5,3
1010,28,5,5,4,4
1035,28,5,4,5,4
1237,28,4,5,4,3
1168,28,1,2,3,3
1159,28,5,5,5,5
1215,28,4,3,3,3
1105,28,5,3,4,4
1192,28,3,3,3,3
1012,28,4,4,5,5
1111,28,4,5,4,1
1018,28,4,4,5,4
1224,28,4,3,3,4
1024,28,5,5,5,2
1256,28,5,4,4,4
1157,28,5,4,3,3
1117,28,4,4,4,4
1019,28,4,3,3,3
1248,28,2,2,3,2
1295,28,2,2,2,2
1222,28,3,3,3,3
1144,28,4,5,3,3
1260,28,4,5,4,4
1154,28,4,5,4,5
1269,28,4,5,4,4
1269,28,5,5,4,4
1233,28,3,3,3,3
1092,28,2,1,1,3
1184,28,5,5,4,3
1020,28,4,5,4,4
1044,28,5,5,4,5
1204,28,3,3,3,4
1210,28,5,4,4,4
1258,28,5,5,5,4
1148,28,5,4,5,4
1029,28,4,5,4,4
1173,28,4,5,4,4
1158,28,3,4,3,4
1027,28,2,3,1,3
1061,28,2,3,2,1
1115,28,2,2,2,2
1162,28,2,2,2,1
1195,28,3,2,3,3
1235,28,1,1,3,2
1009,28,4,4,5,4
1254,28,4,4,4,3
1178,28,2,2,1,2
1113,28,3,3,2,3
1006,28,2,1,2,1
1113,28,3,3,2,3
1006,28,2,1,2,1
1310,29,2,2,3,2
1312,29,5,5,5,5
1312,29,5,4,5,5
1318,29,4,4,4,3
1318,29,5,4,3,4
1319,29,2,2,3,3
1324,29,2,3,2,2
1096,29,2,2,2,3
1096,29,2,2,3,3
1256,29,2,3,2,4
1301,29,1,2,3,2
1202,29,1,2,2,4
1202,29,2,2,2,3
1082,29,2,3,3,3
1007,29,2,5,4,4
1020,29,3,2,5,5
1145,29,2,2,3,2
1029,29,2,5,3,2
1281,29,1,1,2,1
1196,29,3,3,4,4
1107,29,1,3,3,2
1298,29,2,3,3,3
1244,29,3,4,4,3
1073,29,2,4,4,2
1120,29,2,1,2,1
1287,29,2,2,2,2
1161,29,3,4,5,5
1065,29,1,1,2,3
1007,29,5,5,4,5
1301,29,2,3,3,4
1236,29,2,4,5,2
1076,29,2,3,3,3
1277,29,2,3,3,3
1191,29,1,2,3,4
1115,29,2,3,3,3
1206,29,2,3,2,3
1130,29,5,5,5,5
1022,29,1,1,1,5
1229,29,2,3,3,3
1225,29,2,2,3,3
1058,29,2,3,3,3
1132,29,1,2,3,3
1215,29,2,4,3,3
1192,29,2,2,2,2
1024,29,4,3,3,3
1256,29,2,4,3,4
1241,29,1,1,3,2
1090,29,1,3,2,1
1019,29,2,4,3,3
1103,29,1,2,2,3
1226,29,2,2,1,2
1260,29,2,1,2,2
1154,29,1,1,1,2
1184,29,5,5,4,4
1111,29,5,5,4,4
1180,29,1,2,2,2
1130,29,2,2,2,2
1095,29,2,1,1,1
1182,29,2,3,1,1
1040,29,2,2,1,1
1029,29,2,1,2,2
1173,29,2,1,2,2
1158,29,2,2,2,2
1226,29,1,3,3,2
1230,29,2,1,2,2
1054,29,2,3,2,3
1185,29,2,1,1,2
1262,29,1,1,2,1
1221,29,1,1,1,1
1251,29,1,2,2,2
1239,29,3,2,2,2
1001,29,5,4,5,4
1190,29,3,3,3,3
1190,29,3,3,3,3
1304,30,5,5,3,3
1306,30,4,4,4,4
1312,30,5,5,5,5
1315,30,4,4,4,3
1323,30,4,4,3,4
1324,30,5,5,4,3
1325,30,5,5,4,3
1327,30,5,5,5,2
1328,30,5,4,4,4
1329,30,3,4,3,3
1330,30,5,5,5,3
1330,30,5,5,4,3
1196,30,3,4,4,4
1096,30,5,4,4,3
1096,30,5,4,4,4
1002,30,4,4,3,3
1256,30,5,5,5,4
1005,30,5,4,5,4
1259,30,5,5,5,5
1202,30,4,4,4,3
1202,30,4,3,3,3
1119,30,4,4,4,3
1082,30,4,3,3,2
1007,30,2,5,4,3
1192,30,3,3,3,3
1173,30,5,5,5,5
1281,30,1,1,1,1
1285,30,1,1,1,1
1227,30,1,1,4,4
1097,30,1,2,2,5
1187,30,5,4,4,3
1257,30,4,4,4,4
1244,30,4,3,3,3
1165,30,4,4,4,4
1014,30,4,3,2,3
1161,30,4,5,5,4
1259,30,3,3,3,2
1263,30,5,5,4,4
1282,30,5,4,5,3
1065,30,5,5,5,3
1007,30,4,5,4,5
1080,30,1,1,1,1
1236,30,5,5,3,4
1264,30,4,5,3,3
1068,30,5,5,4,5
1277,30,5,5,5,4
1051,30,4,3,2,3
1045,30,5,3,3,4
1022,30,5,5,4,4
1067,30,4,5,3,2
1010,30,5,4,4,4
1229,30,5,5,5,3
1035,30,1,3,3,1
1168,30,5,5,5,3
1066,30,4,4,4,2
1215,30,5,4,4,4
1192,30,3,3,3,3
1004,30,4,5,3,3
1012,30,5,5,5,4
1011,30,5,4,4,3
1018,30,5,4,5,4
1024,30,5,5,5,3
1090,30,1,3,2,1
1117,30,5,5,5,4
1063,30,4,5,3,3
1103,30,5,5,5,4
1248,30,4,4,4,3
1295,30,5,5,5,5
1087,30,4,4,4,5
1188,30,5,4,4,4
1186,30,5,5,4,3
1139,30,4,4,4,4
1217,30,2,2,2,2
1144,30,3,4,3,3
1032,30,5,5,4,3
1089,30,4,4,4,4
1101,30,4,4,4,5
1260,30,5,5,4,4
1154,30,1,1,2,3
1269,30,5,5,4,4
1269,30,5,5,5,4
1106,30,5,5,5,5
1233,30,5,5,5,5
1063,30,4,4,4,4
1020,30,1,2,2,1
1044,30,5,5,5,5
1206,30,4,4,4,4
1201,30,4,5,4,4
1207,30,4,4,5,4
1023,30,5,5,5,5
1029,30,4,4,4,4
1173,30,4,4,4,4
1158,30,5,5,4,3
1026,30,4,5,4,4
1054,30,5,5,5,5
1185,30,5,5,5,5
1017,30,5,5,5,3
1284,30,2,1,2,2
1221,30,5,5,4,3
1051,30,5,5,4,4
1027,30,1,1,2,3
1138,30,5,5,5,5
1251,30,5,5,5,5
1068,30,5,5,5,4
1239,30,5,5,5,5
1276,30,5,5,4,3
1235,30,1,2,1,1
1211,30,4,5,4,4
1153,30,5,5,5,5
1129,30,5,5,4,5
1278,30,3,3,3,3
1102,30,4,5,4,4
1078,30,4,5,4,4
1036,30,2,1,2,1
1135,30,3,2,3,3
1116,30,5,4,4,4
1060,30,5,5,4,5
1006,30,2,1,2,1
1293,30,5,5,5,4
1155,30,5,3,3,5
1155,30,5,3,3,4
1211,30,4,5,4,4
1153,30,5,5,5,5
1129,30,5,5,4,5
1278,30,3,3,3,3
1102,30,4,5,4,4
1078,30,4,5,4,4
1036,30,2,1,2,1
1135,30,3,2,3,3
1116,30,5,4,4,4
1060,30,5,5,4,5
1006,30,2,1,2,1
1293,30,5,5,5,4
1155,30,5,3,3,5
1155,30,5,3,3,4
1310,31,4,4,4,4
1312,31,5,5,5,4
1312,31,5,5,5,5
1309,31,2,3,3,3
1323,31,4,4,4,4
1326,31,5,3,4,3
1210,31,1,2,1,2
1119,31,2,2,2,2
1119,31,2,2,3,3
1048,31,1,1,1,1
1178,31,5,5,5,3
1020,31,5,5,4,5
1281,31,4,4,3,2
1196,31,2,3,3,3
1257,31,4,4,4,4
1120,31,2,2,1,2
1287,31,2,2,2,2
1259,31,5,5,4,3
1263,31,1,2,1,1
1301,31,2,2,2,4
1180,31,2,3,4,4
1236,31,5,5,3,2
1182,31,4,5,4,4
1068,31,2,3,2,2
1265,31,5,3,2,4
1045,31,4,4,4,3
1128,31,2,3,4,3
1067,31,5,5,1,4
1010,31,2,3,3,3
1132,31,3,3,3,4
1205,31,5,5,3,3
1159,31,5,5,5,5
1192,31,2,3,2,2
1024,31,5,5,5,2
1295,31,3,3,3,3
1087,31,5,5,4,4
1188,31,5,4,5,5
1186,31,1,2,1,2
1032,31,2,1,3,2
1245,31,2,1,2,2
1106,31,5,5,3,3
1233,31,5,5,3,3
1184,31,2,2,2,3
1111,31,4,5,3,4
1020,31,5,5,5,5
1130,31,2,3,1,1
1210,31,1,2,2,2
1095,31,5,5,4,5
1109,31,1,2,2,1
1266,31,2,2,3,3
1182,31,3,3,2,1
1040,31,1,2,1,1
1023,31,5,5,5,4
1236,31,4,4,3,4
1230,31,5,5,5,4
1221,31,5,5,4,3
1134,31,2,2,2,3
1238,31,4,4,3,5
1280,31,1,1,1,2
